Latitude,Longitude,Elevation
47.82836000,-123.053760,866.0
47.82838000,-123.053520,865.0
47.82843000,-123.053290,864.0
47.82851000,-123.053080,864.0
47.82866000,-123.052850,868.0
47.82875000,-123.052710,870.0
47.82881000,-123.052560,870.0
47.82881000,-123.052360,867.0
47.82882000,-123.051870,862.0
47.82888000,-123.051330,859.0
47.82888000,-123.051090,857.0
47.82887000,-123.050720,853.0
47.82887000,-123.050530,852.0
47.82884000,-123.050090,850.0
47.82882000,-123.049970,850.0
47.82880000,-123.049840,850.0
47.82876000,-123.049650,850.0
47.82866000,-123.049040,842.0
47.82860000,-123.048860,839.0
47.82851000,-123.048670,837.0
47.82843000,-123.048220,836.0
47.82839000,-123.048060,835.0
47.82836000,-123.047700,836.0
47.82830000,-123.047580,832.0
47.82825000,-123.047200,828.0
47.82817000,-123.046960,825.0
47.82814000,-123.046750,823.0
47.82814000,-123.046610,821.0
47.82820000,-123.046370,820.0
47.82825000,-123.046180,819.0
47.82829000,-123.046000,817.0
47.82831000,-123.045830,815.0
47.82841000,-123.045780,817.0
47.82851000,-123.045730,821.0
47.82862000,-123.045540,824.0
47.82859000,-123.045400,821.0
47.82857000,-123.045330,820.0
47.82855000,-123.045010,817.0
47.82856000,-123.044790,814.0
47.82855000,-123.044470,809.0
47.82844000,-123.044310,804.0
47.82834000,-123.044200,800.0
47.82838000,-123.043920,802.0
47.82836000,-123.043510,802.0
47.82836000,-123.043360,803.0
47.82835000,-123.043040,800.0
47.82832000,-123.042580,794.0
47.82829000,-123.042090,787.0
47.82823000,-123.041750,789.0
47.82811000,-123.041550,787.0
47.82782000,-123.041360,779.0
